# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = lv_group_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = lv.data.R
# init = 2 (Default)
# random
#   seed = 2531315077
# output
#   file = sample2.mpi.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1.1,theta.2.1,theta.1.2,theta.2.2,theta.1.3,theta.2.3,theta.1.4,theta.2.4,z_init.1.1,z_init.2.1,z_init.1.2,z_init.2.2,sigma.1.1,sigma.2.1,sigma.1.2,sigma.2.2,z.1.1,z.2.1,z.1.2,z.2.2,z.1.3,z.2.3,z.1.4,z.2.4,z.1.5,z.2.5,z.1.6,z.2.6,z.1.7,z.2.7,z.1.8,z.2.8,z.1.9,z.2.9,z.1.10,z.2.10,z.1.11,z.2.11,z.1.12,z.2.12,z.1.13,z.2.13,z.1.14,z.2.14,z.1.15,z.2.15,z.1.16,z.2.16,z.1.17,z.2.17,z.1.18,z.2.18,z.1.19,z.2.19,z.1.20,z.2.20,z.1.21,z.2.21,z.1.22,z.2.22,z.1.23,z.2.23,z.1.24,z.2.24,z.1.25,z.2.25,z.1.26,z.2.26,z.1.27,z.2.27,z.1.28,z.2.28,z.1.29,z.2.29,z.1.30,z.2.30,z.1.31,z.2.31,z.1.32,z.2.32,z.1.33,z.2.33,z.1.34,z.2.34,z.1.35,z.2.35,z.1.36,z.2.36,z.1.37,z.2.37,z.1.38,z.2.38,z.1.39,z.2.39,z.1.40,z.2.40
# Adaptation terminated
# Step size = 0.0309682
# Diagonal elements of inverse mass matrix:
# 0.0729994, 0.238081, 0.0839467, 0.0886417, 0.114671, 0.124956, 0.0897789, 0.0458104, 0.00648717, 0.111444, 0.0564014, 0.036952, 0.0257123, 0.0308464, 0.030093, 0.0285362
30.2875,0.724452,0.0309682,7,127,0,-23.8087,1.40123,0.765814,0.0385098,0.0218699,0.319117,0.560166,0.0159874,0.205313,6.54159,5.55002,30.8627,39.0528,0.297413,0.277169,0.266794,0.287245,9.06607,25.3286,14.8741,22.1646,26.0499,22.1582,41.5192,27.6327,45.6025,41.6041,27.7685,55.159,13.0334,54.713,7.46889,46.4595,6.04204,37.4875,6.7194,30.097,9.54374,24.8249,15.8731,21.9735,27.7702,22.45,43.088,28.8217,44.3324,43.6142,25.4579,55.8539,12.0133,53.9505,7.1528,45.3647,6.02522,36.5163,6.92562,29.3608,3.9442,60.99,2.07916,63.5248,1.27148,50.4221,1.06414,36.3551,1.16618,25.9896,1.53528,19.4899,2.24548,16.2979,3.39831,16.4822,4.86422,21.9703,5.57415,37.7404,4.0756,60.0546,2.15737,63.9942,1.29763,51.3077,1.06647,37.0916,1.1531,26.4859,1.50524,19.7759,2.19227,16.3984,3.31809,16.3575,4.78168,21.4223,5.58908,36.4636
31.4193,0.996325,0.0309682,7,127,0,-21.2564,1.35418,0.782357,0.0294728,0.0236342,0.313354,0.521793,0.0162546,0.176854,6.42235,5.43775,38.7839,42.4675,0.289629,0.245552,0.330624,0.293069,8.82432,31.9928,14.2169,28.0558,24.4308,27.8642,38.8207,34.0115,44.537,50.2829,29.3436,68.2908,14.1605,70.1557,7.86162,60.7873,6.00035,49.5487,6.25332,39.919,8.35333,32.7644,13.2343,28.4055,22.6962,27.5998,36.8873,32.6314,45.0686,47.4978,32.0095,66.578,15.6389,70.8462,8.37348,62.3192,6.10651,51.0312,6.11731,41.1012,3.59355,56.6767,2.04728,54.5747,1.39681,43.472,1.2511,32.4337,1.40875,24.2542,1.85562,19.1207,2.66819,16.8255,3.90644,17.7535,5.29539,23.8543,5.65078,38.3199,4.05063,54.7624,2.30368,56.2793,1.48579,46.1445,1.25404,34.6838,1.34992,25.8072,1.72764,20.0169,2.45017,17.0887,3.59697,17.2015,5.01585,21.8626,5.74747,34.3661
30.9631,0.873216,0.0309682,7,127,0,-23.3336,1.28029,0.790508,0.0452202,0.0248955,0.339804,0.548626,0.0154139,0.180911,7.21155,5.97489,22.7647,36.7179,0.311111,0.265854,0.299192,0.316248,10.282,18.4804,17.0438,16.1406,29.7732,16.3387,47.0892,21.037,51.1941,33.0889,30.4867,44.8847,13.9973,44.2575,7.94926,36.9855,6.41282,29.3074,7.10157,23.0969,10.0004,18.6957,16.4637,16.224,28.7679,16.2243,46.0883,20.5405,51.8277,32.1533,31.9459,44.4861,14.6563,44.5914,8.15441,37.4926,6.43515,29.7564,6.99997,23.4364,4.16132,54.4176,2.25068,55.226,1.43006,43.926,1.23004,32.0792,1.37004,23.3439,1.81902,17.9048,2.66469,15.4115,3.9973,16.1493,5.55033,22.1964,5.94323,37.5011,4.06791,54.8438,2.19921,54.9053,1.41325,43.4187,1.22989,31.6649,1.38171,23.0667,1.84433,17.7504,2.7083,15.373,4.05944,16.2656,5.60208,22.6073,5.90712,38.2915
22.8691,0.989557,0.0309682,7,127,0,-15.2672,1.52661,0.598504,0.149226,0.0202085,0.252736,0.667168,0.0126099,0.185802,7.20907,6.36627,8.49555,24.9645,0.357851,0.273671,0.585638,0.335233,10.2345,7.34586,16.6094,6.72718,28.0279,6.88357,42.2763,8.34391,45.0542,11.4905,29.2821,14.4087,14.9139,14.6503,8.55198,13.1081,6.43773,11.1576,6.42456,9.38123,8.1433,7.97102,12.3247,7.02042,20.6017,6.67502,33.9849,7.28145,45.9153,9.45306,39.9294,12.9133,22.3581,14.8355,11.5625,14.139,7.35255,12.3152,6.22829,10.3969,5.96963,41.6384,4.01203,54.4773,2.47064,50.2525,1.83629,38.0521,1.73976,27.0537,1.98856,19.5342,2.55915,15.2143,3.49491,13.6195,4.78939,15.0208,6.1028,21.3257,6.32925,35.7354,4.67931,52.1002,2.85047,53.1313,1.96428,42.079,1.7284,30.2098,1.87516,21.5583,2.33972,16.2832,3.15386,13.8392,4.34597,14.1761,5.73108,18.5687
30.8795,0.979442,0.0309682,7,127,0,-18.1226,1.51752,0.618751,0.0797635,0.018869,0.288369,0.760852,0.0151522,0.190434,7.2195,7.10399,17.5863,24.0514,0.343424,0.334743,0.503556,0.265443,9.07772,14.8721,13.6284,13.183,22.2229,12.889,34.225,14.7981,40.0367,19.8237,29.4129,25.5689,16.0101,26.8369,9.39671,24.1957,7.20711,20.4875,7.37168,17.1061,9.57818,14.5355,14.6677,13.0318,23.9646,13.0128,35.9442,15.3694,39.3991,20.8166,27.0205,26.1287,14.5506,26.5996,8.84305,23.6363,7.10245,19.9215,7.57113,16.646,7.00599,45.0861,4.49776,64.0348,2.56933,57.2418,1.89898,40.3472,1.88665,26.8308,2.29987,18.5585,3.1451,14.4553,4.49556,13.8659,6.24264,17.9649,7.41299,31.5825,6.05797,55.7577,3.47288,63.8628,2.16588,49.9715,1.83465,33.8211,2.01641,22.653,2.60881,16.3319,3.66612,13.7589,5.22983,14.888,6.93421,22.2782,7.19442,41.674
30.7747,0.997789,0.0309682,7,127,0,-19.9093,1.25827,0.761774,0.0261909,0.0238223,0.322892,0.567651,0.0148405,0.185786,7.02785,6.09172,36.5288,28.1849,0.229765,0.341741,0.29652,0.328742,10.4157,30.0001,17.603,26.5777,30.9301,27.3482,48.7299,35.7882,52.3649,56.8454,30.6919,77.3152,13.7993,76.5608,7.59391,64.4145,5.8861,51.3745,6.24786,40.6165,8.46998,32.7144,13.5915,27.7692,23.768,26.3221,40.4184,30.4814,54.2821,45.3758,42.2794,69.754,20.0337,79.3333,9.66566,70.6616,6.3602,57.3319,5.86531,45.3447,5.31387,48.0636,3.0449,59.0996,1.71103,51.1461,1.27007,37.8926,1.26433,27.0455,1.5602,19.8378,2.19779,15.8465,3.28705,14.8357,4.82345,17.7788,6.0939,28.2482,5.30575,48.1438,3.03708,59.099,1.70792,51.0953,1.26936,37.8426,1.26492,27.0097,1.562,19.8159,2.20115,15.8365,3.29239,14.8382,4.82994,17.802,6.09603,28.3118
30.6422,0.999042,0.0309682,7,127,0,-24.1007,1.60177,0.896902,0.045803,0.0273784,0.251258,0.494184,0.0111418,0.175429,7.11701,6.77463,28.8169,33.7365,0.292736,0.325759,0.256125,0.390495,10.4433,24.6513,17.8124,22.3316,31.9023,22.7495,50.6711,28.0643,53.8207,40.1723,32.0497,50.9054,14.9111,50.8143,8.22226,44.6659,6.215,37.5518,6.40412,31.2837,8.53065,26.3891,13.7083,23.1461,24.3753,22.1149,42.1045,24.7807,56.146,33.8403,43.4161,47.0554,21.2522,52.068,10.468,47.8589,6.79801,40.8215,6.09386,34.0514,4.636,58.7837,2.02113,62.6297,1.05724,49.2096,0.822057,35.1885,0.893929,24.8653,1.22498,18.1898,1.9314,14.5358,3.23662,13.8074,5.23962,17.5785,6.77325,31.6426,4.93964,56.9385,2.18157,63.3606,1.10404,50.6123,0.82831,36.3412,0.877149,25.6548,1.18143,18.6711,1.84502,14.756,3.08503,13.7309,5.03833,16.9302,6.73733,29.6875
31.4765,0.941318,0.0309682,7,127,0,-20.1465,1.31492,0.500836,0.0612884,0.0149,0.328128,0.903625,0.0163424,0.140198,6.17624,10.3694,18.4516,22.4192,0.464738,0.37818,0.392426,0.263896,8.32962,14.9182,13.3813,12.7652,23.3528,12.3118,38.7954,14.6669,48.3177,22.0639,33.8099,31.9923,15.8135,34.0772,8.24323,29.5488,5.99367,23.806,6.07149,18.8771,8.00973,15.2113,12.6932,12.9129,22.0767,12.259,37.166,14.2441,48.3496,21.0676,35.9822,31.2271,17.0963,34.2801,8.6774,30.1153,6.09089,24.3583,5.98432,19.3155,10.8074,41.5281,7.97145,64.6113,4.89629,63.2974,3.57064,45.5996,3.38401,29.7903,3.88206,19.9446,4.96545,14.9187,6.6561,13.5517,8.85319,16.2209,10.7779,26.3533,10.3026,48.8017,6.96541,67.2321,4.36677,58.9427,3.43296,40.6392,3.46244,26.4709,4.12459,18.1284,5.37451,14.1919,7.23064,13.816,9.4818,18.0411,10.9968,31.3661
35.7234,0.949815,0.0309682,7,127,0,-26.3533,1.16224,0.448471,0.0552361,0.0139365,0.382362,0.921705,0.0198298,0.163585,6.34388,8.79,18.7187,27.4103,0.270432,0.311528,0.31214,0.294926,8.1187,14.6908,12.4335,12.2234,20.8329,11.5033,33.9957,13.4369,44.062,20.2873,33.9574,31.1024,16.7617,34.6784,8.7829,30.0657,6.36717,23.7041,6.42252,18.3015,8.37924,14.4103,12.9831,12.0838,21.8206,11.5444,35.2465,13.8019,44.1281,21.1866,32.2742,31.8634,15.6921,34.4934,8.41687,29.5097,6.29332,23.1738,6.51515,17.8964,8.33804,45.6115,6.14262,59.9886,4.22967,54.9314,3.40426,40.275,3.33922,27.5914,3.78476,19.5375,4.66386,15.4237,5.94875,14.5429,7.49775,17.3552,8.74028,26.3536,8.45168,44.0572,6.32663,59.5383,4.33607,55.8719,3.43595,41.4106,3.3243,28.4008,3.73485,20.0028,4.58149,15.6209,5.83742,14.4958,7.37824,16.9666,8.68129,25.3548
34.1402,0.995135,0.0309682,7,127,0,-28.8506,1.28344,1.34501,0.0361784,0.0435613,0.306664,0.368839,0.0163559,0.174483,8.01278,5.47178,28.0072,22.6727,0.34883,0.297203,0.340761,0.367162,11.343,24.0629,17.8142,22.3604,28.2039,23.8585,38.7741,30.5615,37.3954,42.9501,23.4362,52.2605,12.6709,51.1587,8.06609,44.3281,6.73285,36.7048,7.27535,30.2208,9.64321,25.4666,14.6458,22.758,23.4388,22.7388,34.9837,26.9758,40.1457,37.3928,29.6695,49.5578,16.2753,52.7129,9.44559,47.478,7.02063,39.8142,6.84645,32.7389,5.24299,42.9623,2.13032,55.9718,0.802432,48.7725,0.472054,37.435,0.4402,27.9561,0.586006,21.0846,0.997249,16.6521,1.95197,14.7322,3.8565,16.6529,5.92688,27.6137,4.24217,49.6361,1.5201,55.0405,0.644277,45.1958,0.441457,34.1963,0.465806,25.5329,0.677283,19.4446,1.2181,15.7586,2.43204,14.7881,4.62108,18.6973,5.93821,34.0893
28.2952,0.988899,0.0309682,7,127,0,-22.4417,0.976327,1.0601,0.0434985,0.0388575,0.449149,0.443726,0.0257729,0.122547,6.41843,6.70721,17.7477,18.4723,0.270661,0.401189,0.374675,0.38195,8.65928,13.697,13.3698,11.5347,21.7129,11.4678,33.1081,14.8046,38.4184,24.5071,26.253,37.076,12.8435,38.4636,7.36158,31.4371,5.91914,23.6787,6.44211,17.6581,8.71851,13.642,13.4837,11.5135,21.8987,11.4909,33.3038,14.9125,38.3534,24.7447,25.9547,37.2244,12.685,38.3811,7.31073,31.2914,5.91375,23.5535,6.46633,17.5691,7.80019,29.757,5.28391,43.7773,2.60333,44.7431,1.53122,36.5335,1.27516,27.6918,1.44294,20.9082,2.02864,16.5129,3.23111,14.5121,5.26607,15.541,7.50853,21.9918,7.13659,36.1252,3.98988,46.0044,2.01978,41.8832,1.36354,32.7819,1.29825,24.6551,1.62222,18.8433,2.42583,15.4019,3.95424,14.4829,6.25714,17.283,7.86166,26.9751
26.5185,0.976312,0.0309682,7,127,0,-18.7636,1.02707,1.00538,0.0474194,0.0276198,0.435979,0.498732,0.0242124,0.107025,6.52584,10.3134,17.8799,18.7011,0.373319,0.335868,0.263937,0.346769,8.65459,13.8376,13.3187,11.601,21.7745,11.3729,33.6251,14.3436,39.6417,23.197,27.4994,34.8511,13.5066,36.402,7.70147,30.042,6.16141,22.8526,6.70539,17.2073,9.12515,13.4193,14.2394,11.4369,23.2893,11.5472,35.1939,15.158,39.0207,24.9258,25.1242,35.8385,12.2802,35.7793,7.31261,28.9985,6.13129,21.9583,6.91967,16.571,12.9667,42.0378,6.56264,76.2136,2.18622,70.4725,1.12598,50.3894,0.970906,34.0878,1.21665,23.1944,1.93608,16.5841,3.52543,13.3492,6.69492,13.7649,11.4966,22.0136,12.0912,51.6966,4.97492,78.389,1.76607,65.6879,1.04059,45.8987,0.996697,30.9707,1.33868,21.2351,2.22052,15.5026,4.12144,13.0582,7.77346,14.7167,12.4792,26.6651
31.6449,0.998547,0.0309682,7,127,0,-21.8513,0.836801,0.945267,0.0402544,0.0286463,0.525128,0.50171,0.0295651,0.120092,6.70069,8.3891,14.888,20.2609,0.34823,0.406556,0.327865,0.369848,9.23576,11.0904,14.2584,9.21446,22.8395,9.34039,34.2988,12.8344,39.3504,23.417,26.0379,37.7146,12.3192,38.4039,7.13113,29.8324,5.92598,21.274,6.63653,15.0906,9.08923,11.2072,13.9877,9.25539,22.4088,9.28521,33.8421,12.5818,39.5024,22.8068,26.7708,37.3195,12.6872,38.6509,7.24126,30.2194,5.93226,21.583,6.57521,15.2971,9.72041,38.0875,5.87179,60.8586,2.54847,59.3368,1.46028,45.0739,1.25746,31.9592,1.49221,22.7346,2.18818,17.0748,3.60839,14.5097,6.10216,15.5575,9.1782,23.6979,9.05454,45.5149,4.63695,63.0869,2.08909,55.6864,1.34645,41.0199,1.28385,28.9561,1.6344,20.8033,2.49982,16.0425,4.19369,14.3704,6.99276,16.8569,9.71902,28.3624
33.3309,0.962662,0.0309682,7,127,0,-22.9892,0.838375,1.20339,0.0317258,0.0367476,0.517307,0.397127,0.0271382,0.120117,7.46789,8.51753,20.0596,24.3608,0.233495,0.358885,0.302567,0.303714,9.95872,15.0773,14.9575,12.5179,23.4513,12.4576,34.8429,16.3435,40.898,28.0623,29.3745,45.0053,14.7864,47.9863,8.53118,38.655,6.86304,28.2124,7.40594,20.3279,9.80986,15.2363,14.6826,12.5787,23.0167,12.3984,34.3699,16.0556,40.9685,27.3693,30.1021,44.4594,15.2209,48.2096,8.67444,39.12,6.88126,28.6083,7.34716,20.6013,7.90677,47.2422,3.27713,61.4875,1.2825,53.0118,0.775159,40.0332,0.728354,29.3696,0.956567,21.7826,1.57641,16.9601,2.95508,14.814,5.63173,16.4354,8.84421,26.6895,7.26557,50.8058,2.82449,61.2158,1.16,51.1682,0.749692,38.3423,0.743659,28.1165,1.0148,20.9416,1.71311,16.4884,3.2438,14.7615,6.118,17.1667,9.06467,29.3777
30.7333,0.943837,0.0309682,7,255,0,-25.3432,1.57017,1.04093,0.0483351,0.0363688,0.274517,0.470589,0.0131159,0.101764,6.54916,9.3417,28.5415,19.647,0.400591,0.316782,0.40827,0.425061,8.91381,23.9415,14.5381,21.1197,25.7238,20.747,42.297,24.5755,49.524,34.9577,32.5544,46.3271,15.468,47.6559,8.40005,42.0098,6.2795,35.0344,6.47358,28.8872,8.68576,24.1852,14.041,21.2371,24.8084,20.672,41.253,24.1514,49.8386,34.1283,33.9465,45.8531,16.2122,47.859,8.65566,42.4472,6.3331,35.4648,6.40574,29.2388,10.1759,34.6997,5.90918,50.1423,2.70675,47.3768,1.65865,36.5346,1.50003,26.6697,1.84532,19.6683,2.78155,15.451,4.65563,13.953,7.73269,16.2237,10.4678,26.1247,8.2409,44.5136,3.87585,50.6801,1.99453,41.9087,1.50501,31.0648,1.61902,22.6551,2.24235,17.1388,3.61367,14.3066,6.12681,14.5101,9.46945,20.0582,10.0741,35.5368
29.698,0.96902,0.0309682,7,127,0,-24.9035,1.44306,1.26119,0.0439893,0.036129,0.293821,0.423969,0.0161627,0.0965624,6.51607,9.45589,29.1209,16.222,0.253871,0.373841,0.338821,0.445446,8.54429,24.4482,13.2286,21.6319,22.0254,21.3042,34.3188,25.0081,39.9482,34.6839,28.3565,45.7073,14.7675,47.8349,8.41917,42.6523,6.36132,35.6924,6.45799,29.4403,8.36722,24.671,12.8602,21.7358,21.3895,21.2341,33.6302,24.6422,40.1036,33.9838,29.2844,45.2557,15.3448,47.9746,8.63659,43.0382,6.41134,36.0873,6.40567,29.7648,14.2848,35.0971,7.19759,70.1896,1.90773,67.2552,0.815685,49.5121,0.63835,34.6415,0.787619,24.2297,1.32138,17.4832,2.67631,13.7442,5.86598,13.3117,11.7461,20.0612,13.1115,48.5651,4.45547,73.4983,1.3109,61.0932,0.702605,43.7212,0.658203,30.4774,0.919438,21.4663,1.66955,15.8302,3.52365,13.1412,7.68557,14.4265,13.661,26.7168
31.7262,0.997855,0.0309682,7,127,0,-24.4674,1.39123,0.862439,0.0874915,0.0289464,0.304619,0.529292,0.0150457,0.140423,8.1949,8.56177,13.7683,28.5215,0.353011,0.294595,0.388076,0.349101,10.8865,11.6837,16.6754,10.5504,26.7393,10.7254,38.8273,12.9836,41.1193,17.8571,27.8057,22.3606,15.1661,22.5764,9.40966,19.8896,7.66519,16.6192,8.19175,13.7734,10.8783,11.6871,16.6593,10.5515,26.7144,10.7232,38.807,12.9762,41.1337,17.8455,27.838,22.3554,15.1843,22.58,9.41643,19.8963,7.66618,16.6257,8.1886,13.7785,6.44481,50.7904,3.01342,56.9429,1.5922,45.466,1.22919,32.4129,1.32263,22.7425,1.78707,16.5846,2.76313,13.3468,4.50737,12.9624,7.02081,17.0644,8.56258,31.0528,5.94418,53.0211,2.73324,56.0432,1.50845,43.7124,1.22069,30.984,1.35953,21.7847,1.87733,16.0249,2.93538,13.1308,4.79145,13.1658,7.34101,18.1279,8.48138,33.7849
33.1303,0.99788,0.0309682,7,127,0,-27.1769,1.10093,0.704036,0.0393492,0.0189955,0.416015,0.642477,0.0206711,0.189536,6.8693,6.97984,25.2773,31.1323,0.287819,0.35995,0.361228,0.367825,8.62412,19.4989,12.9958,15.9941,21.456,14.9365,34.63,17.4856,44.8404,26.7761,34.88,41.8424,17.3934,46.812,9.27093,40.0891,6.88818,31.0637,7.11618,23.6004,9.43518,18.3997,14.6799,15.4755,24.4046,15.1547,38.157,19.038,44.5711,30.4656,29.9492,44.6188,14.4889,45.7864,8.31375,37.7801,6.75045,28.9765,7.49039,22.0705,6.05985,59.6016,3.22702,75.1428,1.7318,61.7139,1.30288,42.8307,1.34654,28.7988,1.72324,20.154,2.49326,15.6941,3.79459,14.8397,5.62599,18.952,7.05605,33.9451,5.71713,63.2602,2.94828,74.5999,1.63763,59.2565,1.28829,40.7464,1.37562,27.4403,1.79588,19.3863,2.62471,15.3863,4.00051,15.0199,5.86706,20.0463,7.08283,37.0579
30.9993,0.987127,0.0309682,6,127,0,-26.0859,1.37073,0.887031,0.0452295,0.0291517,0.296682,0.519801,0.016639,0.15868,6.33003,8.44338,25.7483,27.8055,0.280121,0.329953,0.418744,0.397465,8.59491,21.6065,13.5449,19.2167,22.6325,19.1747,34.9953,23.0055,40.0129,32.6371,27.7196,43.3647,14.1772,45.2143,7.9993,40.0808,5.98771,33.3438,6.00755,27.3235,7.67731,22.7008,11.6587,19.7378,19.3563,18.872,31.2404,21.2811,40.311,29.1085,32.6365,40.7197,17.4953,45.6909,9.28141,42.0063,6.33287,35.3859,5.83245,29.0318,6.06549,56.3366,2.36504,63.1684,1.10992,48.422,0.825842,33.3531,0.895896,22.6552,1.25034,15.9044,2.02918,12.1795,3.53196,11.1243,6.03039,13.9493,8.40616,26.7367,6.28393,55.1072,2.47654,63.5813,1.13884,49.2216,0.829585,33.9804,0.886463,23.0702,1.22541,16.1529,1.97821,12.2979,3.43784,11.1065,5.89184,13.667,8.3569,25.7172
29.2186,0.937501,0.0309682,7,127,0,-22.4537,1.97883,1.18858,0.0581296,0.04308,0.199996,0.399801,0.00969604,0.132748,7.41038,6.1246,30.3648,17.7282,0.278399,0.30524,0.300796,0.357751,10.1705,27.0168,16.3265,25.0631,27.7056,25.286,42.1542,29.0862,45.3136,37.0017,30.341,44.0705,16.0468,44.8917,9.3487,41.3645,7.01021,36.5758,6.93181,31.9924,8.75726,28.2148,13.3349,25.6387,22.4742,24.8594,36.6357,27.0371,46.5908,33.5042,37.4055,41.8629,20.7756,45.2989,11.3072,43.0587,7.60436,38.5169,6.74444,33.7505,7.41925,30.3718,4.51257,46.416,1.88987,46.4267,1.01197,37.2859,0.81739,28.1024,0.937619,21.1044,1.38225,16.4323,2.37429,14.0245,4.27472,14.4498,6.82898,20.2848,6.92814,35.7402,3.51431,48.2288,1.51226,44.1085,0.912081,34.4337,0.824087,25.8127,1.02778,19.5067,1.60026,15.4895,2.82072,13.7973,5.01571,15.3909,7.3314,23.7701
30.4875,0.703451,0.0309682,7,127,0,-20.2208,1.76381,1.2997,0.0670496,0.0413088,0.239602,0.390627,0.0114271,0.142088,7.36576,6.38549,22.6884,17.5654,0.254991,0.287092,0.454639,0.464351,10.4392,19.7136,17.3028,18.0932,30.0001,18.5458,45.2802,22.518,45.3357,30.4596,27.1192,36.4533,13.5808,35.8508,8.13899,31.7685,6.60055,27.1299,7.19254,23.0582,9.98161,19.9657,16.3504,18.182,28.4111,18.3663,44.011,21.8967,46.5172,29.5742,29.0654,36.1482,14.5245,36.1452,8.46702,32.2474,6.64896,27.5934,7.04168,23.4386,8.31899,35.9486,3.91004,60.1921,1.20131,56.1784,0.571256,42.6436,0.463282,30.9571,0.569524,22.4884,0.935141,16.8634,1.83806,13.7686,3.87228,13.7304,7.28781,20.3655,7.63084,43.4941,2.86536,61.546,0.942675,52.8597,0.516831,39.3753,0.471864,28.5066,0.631458,20.8077,1.09614,15.8379,2.21799,13.4112,4.64806,14.496,8.02896,24.3355
31.8489,0.754534,0.0309682,7,127,0,-21.0717,1.24624,1.2612,0.0275168,0.0411017,0.334797,0.401004,0.0176784,0.151339,7.37653,6.73272,35.4709,20.5965,0.353877,0.335727,0.251658,0.359135,10.5431,29.6236,16.9848,26.8725,27.9473,28.4123,40.1984,37.3427,39.4536,55.7136,23.5002,69.9928,11.9163,67.5907,7.41461,56.9604,6.28652,45.8489,7.05068,36.815,9.77844,30.4604,15.517,27.1035,25.6671,27.7129,38.4243,35.0033,41.1637,52.0547,26.4673,68.6674,13.3493,68.9602,7.89457,59.0369,6.3329,47.7227,6.78551,38.2457,6.93263,42.0386,2.81023,58.5992,0.999356,50.793,0.570587,37.9999,0.529027,27.573,0.706363,20.214,1.2058,15.5568,2.3653,13.4925,4.71539,15.1735,7.49316,26.0583,5.53412,50.7971,1.89838,57.6043,0.77547,46.3028,0.529181,34.0468,0.564522,24.7016,0.830889,18.3187,1.5059,14.5345,3.01992,13.5133,5.79322,17.3808,7.59482,33.7721
27.9574,0.916934,0.0309682,7,127,0,-20.1846,1.28711,0.645224,0.0374647,0.020222,0.336081,0.681173,0.018915,0.169241,7.27173,6.49168,28.7083,22.3301,0.252312,0.349205,0.43061,0.317037,9.87107,24.0387,15.308,21.6771,24.5565,22.4483,35.0653,28.316,35.5123,40.4926,22.6813,50.6133,12.1541,49.7197,7.74761,42.5774,6.61187,34.7256,7.40295,28.2518,10.1904,23.7545,15.9121,21.6052,25.4533,22.6993,35.6741,29.0926,34.7968,41.5896,21.5747,50.9533,11.6066,49.2717,7.56367,41.9208,6.61036,34.1353,7.54687,27.8084,6.95216,36.1979,5.32038,53.0237,3.29527,55.0069,2.28493,44.0182,2.03087,31.8418,2.23821,22.9943,2.84146,17.7817,3.87843,15.7876,5.32712,17.3319,6.73507,24.5268,6.76709,40.1216,4.83307,55.0805,2.99267,53.2727,2.18138,41.251,2.04131,29.6291,2.33335,21.5907,3.02507,17.092,4.15866,15.783,5.66256,18.2789,6.91524,27.1483
